DataFieldName,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
shorttermBorrowingPercentOfCurrentLiabilities,0.8,0.8252998404490937,0.8316436472445736,0.8850663518655447,0.876517724438973,0.8802371936299056,0.8677180708397721,0.919826229583302,0.8813390580097588,0.9934385316636024
accountsPayable,12000000000.0,12379497606.736404,12474654708.668604,13275995277.98317,13147765866.584595,13203557904.448584,13015771062.59658,13797393443.749529,13220085870.146381,14901577974.954037
accountsPayablePercentOfCurrentLiabilities,4.0,4.126499202245468,4.158218236222868,4.425331759327723,4.382588622194865,4.401185968149528,4.33859035419886,4.59913114791651,4.406695290048794,4.967192658318012
accuredExpenses,12000000000.0,12379497606.736404,12474654708.668604,13275995277.98317,13147765866.584595,13203557904.448584,13015771062.59658,13797393443.749529,13220085870.146381,14901577974.954037
accuredExpensesPercentOfCurrentLiabilities,4.0,4.126499202245468,4.158218236222868,4.425331759327723,4.382588622194865,4.401185968149528,4.33859035419886,4.59913114791651,4.406695290048794,4.967192658318012
currentLiabilities,24000000000.0,24758995213.47281,24949309417.337208,26551990555.96634,26295531733.16919,26407115808.897167,26031542125.19316,27594786887.499058,26440171740.292763,29803155949.908073
currentLiabilitiesPercentOfTotalLiabilities,4.8,4.951799042694562,4.989861883467442,5.310398111193268,5.259106346633838,5.281423161779434,5.206308425038633,5.518957377499812,5.288034348058553,5.960631189981616
longtermDebt,8000000000.0,8252998404.490936,8316436472.445736,8850663518.655447,8765177244.38973,8802371936.299055,8677180708.39772,9198262295.83302,8813390580.097588,9934385316.636024
longtermDebtPercentOfTotalLiabilities,1.6,1.6505996808981873,1.6632872944891472,1.7701327037310894,1.753035448877946,1.7604743872598112,1.7354361416795443,1.839652459166604,1.7626781160195175,1.9868770633272048
longtermLiability,8000000000.0,8252998404.490936,8316436472.445736,8850663518.655447,8765177244.38973,8802371936.299055,8677180708.39772,9198262295.83302,8813390580.097588,9934385316.636024
longtermLiabilityPercentOfTotalLiabilities,1.6,1.6505996808981873,1.6632872944891472,1.7701327037310894,1.753035448877946,1.7604743872598112,1.7354361416795443,1.839652459166604,1.7626781160195175,1.9868770633272048
TotalLiabilities,40000000000.0,41264992022.45468,41582182362.228676,44253317593.27723,43825886221.94865,44011859681.49528,43385903541.9886,45991311479.16509,44066952900.48794,49671926583.18012
TotalLiabilitiesPercentOfTotalAssets,4.0,4.126499202245468,4.158218236222868,4.425331759327723,4.382588622194865,4.401185968149528,4.33859035419886,4.59913114791651,4.406695290048794,4.967192658318012
equity,40000000000.0,41264992022.45468,41582182362.228676,44253317593.27723,43825886221.94865,44011859681.49528,43385903541.9886,45991311479.16509,44066952900.48794,49671926583.18012
equityPercentOfTotalAssets,4.0,4.126499202245468,4.158218236222868,4.425331759327723,4.382588622194865,4.401185968149528,4.33859035419886,4.59913114791651,4.406695290048794,4.967192658318012
revenue,8000000000.0,8252998404.490936,8316436472.445736,8850663518.655447,8765177244.38973,8802371936.299055,8677180708.39772,9198262295.83302,8813390580.097588,9934385316.636024
costOfGoodsAndServices,3200000000.0,3301199361.796375,3326574588.9782944,3540265407.4621787,3506070897.7558923,3520948774.5196223,3470872283.3590884,3679304918.3332076,3525356232.039035,3973754126.6544094
costOfGoodsAndServicesPercentOfRevenue,3.2,3.3011993617963746,3.3265745889782945,3.540265407462179,3.506070897755892,3.5209487745196224,3.4708722833590886,3.679304918333208,3.525356232039035,3.9737541266544096
grossMargin,4800000000.0,4951799042.694562,4989861883.467442,5310398111.193268,5259106346.633838,5281423161.779433,5206308425.038632,5518957377.499811,5288034348.058552,5960631189.981614
grossMarginPercentOfRevenue,4.8,4.951799042694562,4.989861883467442,5.310398111193268,5.259106346633838,5.281423161779434,5.206308425038633,5.518957377499812,5.288034348058553,5.960631189981616
sellingGeneralAdministrative,1600000000.0,1650599680.8981874,1663287294.4891472,1770132703.7310894,1753035448.8779461,1760474387.2598112,1735436141.6795442,1839652459.1666038,1762678116.0195174,1986877063.3272047
sellingGeneralAdministrativePercentOfRevenue,1.6,1.6505996808981873,1.6632872944891472,1.7701327037310894,1.753035448877946,1.7604743872598112,1.7354361416795443,1.839652459166604,1.7626781160195175,1.9868770633272048
researchAndDevelopment,800000000.0,825299840.4490937,831643647.2445736,885066351.8655447,876517724.4389731,880237193.6299056,867718070.8397721,919826229.5833019,881339058.0097587,993438531.6636024
researchAndDevelopmentPercentOfRevenue,0.8,0.8252998404490937,0.8316436472445736,0.8850663518655447,0.876517724438973,0.8802371936299056,0.8677180708397721,0.919826229583302,0.8813390580097588,0.9934385316636024
operatingExpenseOther,400000000.0,412649920.22454685,415821823.6222868,442533175.93277234,438258862.21948653,440118596.8149528,433859035.41988605,459913114.79165095,440669529.00487936,496719265.8318012
operatingExpenseOtherPercentOfRevenue,0.4,0.41264992022454683,0.4158218236222868,0.44253317593277236,0.4382588622194865,0.4401185968149528,0.4338590354198861,0.459913114791651,0.4406695290048794,0.4967192658318012
operatingMargin,2000000000.0,2063249601.122734,2079109118.111434,2212665879.6638618,2191294311.0974326,2200592984.074764,2169295177.09943,2299565573.958255,2203347645.024397,2483596329.159006
operatingMarginPercentOfRevenue,2.0,2.063249601122734,2.079109118111434,2.2126658796638616,2.1912943110974323,2.200592984074764,2.16929517709943,2.299565573958255,2.203347645024397,2.483596329159006
interest,400000000.0,412649920.22454685,415821823.6222868,442533175.93277234,438258862.21948653,440118596.8149528,433859035.41988605,459913114.79165095,440669529.00487936,496719265.8318012
interestPercentOfOperatingMargin,1.6,1.6505996808981873,1.6632872944891472,1.7701327037310894,1.753035448877946,1.7604743872598112,1.7354361416795443,1.839652459166604,1.7626781160195175,1.9868770633272048
nonoperatingIncome,800000000.0,825299840.4490937,831643647.2445736,885066351.8655447,876517724.4389731,880237193.6299056,867718070.8397721,919826229.5833019,881339058.0097587,993438531.6636024
nonoperatingIncomePercentOfRevenue,0.8,0.8252998404490937,0.8316436472445736,0.8850663518655447,0.876517724438973,0.8802371936299056,0.8677180708397721,0.919826229583302,0.8813390580097588,0.9934385316636024
earningsBeforeTaxes,2400000000.0,2475899521.347281,2494930941.733721,2655199055.596634,2629553173.316919,2640711580.8897166,2603154212.519316,2759478688.7499056,2644017174.029276,2980315594.990807
earningsBeforeTaxesPercentOfRevenue,2.4,2.475899521347281,2.494930941733721,2.655199055596634,2.629553173316919,2.640711580889717,2.6031542125193163,2.759478688749906,2.6440171740292766,2.980315594990808
taxes,720000000.0,742769856.4041843,748479282.5201163,796559716.6789902,788865951.9950757,792213474.266915,780946263.7557949,827843606.6249717,793205152.2087829,894094678.4972422
taxesPercentOfOperatingMargin,2.88,2.971079425616737,2.993917130080465,3.1862388667159607,3.155463807980303,3.16885389706766,3.1237850550231796,3.3113744264998872,3.172820608835132,3.5763787139889693
incomeOfConsolidatedCompanies,1680000000.0,1733129664.9430966,1746451659.2136045,1858639338.9176435,1840687221.3218431,1848498106.6228015,1822207948.7635212,1931635082.124934,1850812021.8204932,2086220916.493565
incomeOfConsolidatedCompaniesPercentOfRevenue,1.68,1.7331296649430967,1.7464516592136046,1.8586393389176439,1.8406872213218435,1.848498106622802,1.8222079487635217,1.9316350821249344,1.8508120218204938,2.0862209164935654
incomeOfUnconsolidatedCompanies,400000000.0,412649920.22454685,415821823.6222868,442533175.93277234,438258862.21948653,440118596.8149528,433859035.41988605,459913114.79165095,440669529.00487936,496719265.8318012
incomeOfUnconsolidatedCompaniesPercentOfRevenue,0.4,0.41264992022454683,0.4158218236222868,0.44253317593277236,0.4382588622194865,0.4401185968149528,0.4338590354198861,0.459913114791651,0.4406695290048794,0.4967192658318012
netIncome,2080000000.0,2145779585.1676435,2162273482.8358912,2301172514.850416,2278946083.54133,2288616703.4377546,2256066984.183408,2391548196.9165854,2291481550.825373,2582940182.325367
netIncomePercentOfRevenue,2.08,2.1457795851676438,2.1622734828358916,2.3011725148504163,2.2789460835413298,2.2886167034377545,2.2560669841834073,2.391548196916585,2.291481550825373,2.5829401823253666
noncashCharges,240000000.0,247589952.1347281,249493094.1733721,265519905.55966341,262955317.33169192,264071158.08897167,260315421.25193164,275947868.8749906,264401717.40292764,298031559.4990808
noncashChargesPercentOfOperatingCashFlow,4.0,4.126499202245468,4.158218236222868,4.425331759327723,4.382588622194865,4.401185968149528,4.33859035419886,4.59913114791651,4.406695290048794,4.967192658318012
realizedGainAndLoss,80000000.0,82529984.04490937,83164364.72445737,88506635.18655448,87651772.4438973,88023719.36299056,86771807.08397721,91982622.9583302,88133905.80097589,99343853.16636026
realizedGainAndLossPercentOfOperatingCashFlow,1.3333333333333333,1.3754997340818227,1.3860727454076225,1.4751105864425742,1.4608628740649547,1.4670619893831756,1.446196784732953,1.5330437159721695,1.4688984300162642,1.6557308861060036
changesInWorkingCapital,80000000.0,82529984.04490937,83164364.72445737,88506635.18655448,87651772.4438973,88023719.36299056,86771807.08397721,91982622.9583302,88133905.80097589,99343853.16636026
changesInWorkingCapitalPercentOfOperatingCashFlow,1.3333333333333333,1.3754997340818227,1.3860727454076225,1.4751105864425742,1.4608628740649547,1.4670619893831756,1.446196784732953,1.5330437159721695,1.4688984300162642,1.6557308861060036
otherChangesinOperatingCashFlow,80000000.0,82529984.04490937,83164364.72445737,88506635.18655448,87651772.4438973,88023719.36299056,86771807.08397721,91982622.9583302,88133905.80097589,99343853.16636026
otherChangesinOperatingCashFlowPercentOfOperatingCashFlow,1.3333333333333333,1.3754997340818227,1.3860727454076225,1.4751105864425742,1.4608628740649547,1.4670619893831756,1.446196784732953,1.5330437159721695,1.4688984300162642,1.6557308861060036
operatingCashFlow,480000000.0,495179904.2694562,498986188.3467442,531039811.11932683,525910634.66338384,528142316.17794335,520630842.5038633,551895737.7499812,528803434.8058553,596063118.9981616
operatingCashFlowPercentOfNetCashFlow,3.0,3.094874401684101,3.118663677167151,3.3189988194957922,3.2869414666461485,3.3008894761121454,3.253942765649145,3.449348360937382,3.305021467536595,3.725394493738509
capitalExpenditures,80000000.0,82529984.04490937,83164364.72445737,88506635.18655448,87651772.4438973,88023719.36299056,86771807.08397721,91982622.9583302,88133905.80097589,99343853.16636026
capitalExpendituresPercentOfInvestingCashFlow,2.0,2.063249601122734,2.079109118111434,2.2126658796638616,2.1912943110974323,2.200592984074764,2.16929517709943,2.299565573958255,2.203347645024397,2.483596329159006
investimentsAndAcquisitions,80000000.0,82529984.04490937,83164364.72445737,88506635.18655448,87651772.4438973,88023719.36299056,86771807.08397721,91982622.9583302,88133905.80097589,99343853.16636026
investimentsAndAcquisitionsPercentOfInvestingCashFlow,2.0,2.063249601122734,2.079109118111434,2.2126658796638616,2.1912943110974323,2.200592984074764,2.16929517709943,2.299565573958255,2.203347645024397,2.483596329159006
proceedsFromSaleOfBusinesses,80000000.0,82529984.04490937,83164364.72445737,88506635.18655448,87651772.4438973,88023719.36299056,86771807.08397721,91982622.9583302,88133905.80097589,99343853.16636026
proceedsFromSaleOfBusinessesPercentOfInvestingCashFlow,2.0,2.063249601122734,2.079109118111434,2.2126658796638616,2.1912943110974323,2.200592984074764,2.16929517709943,2.299565573958255,2.203347645024397,2.483596329159006
otherChangesInInvestingActivities,80000000.0,82529984.04490937,83164364.72445737,88506635.18655448,87651772.4438973,88023719.36299056,86771807.08397721,91982622.9583302,88133905.80097589,99343853.16636026
otherChangesInInvestingActivitiesPercentOfInvestingCashFlow,2.0,2.063249601122734,2.079109118111434,2.2126658796638616,2.1912943110974323,2.200592984074764,2.16929517709943,2.299565573958255,2.203347645024397,2.483596329159006
investingCashFlow,320000000.0,330119936.1796375,332657458.8978295,354026540.7462179,350607089.7755892,352094877.45196223,347087228.33590883,367930491.8333208,352535623.20390356,397375412.66544104
investingCashFlowPercentOfNetCashFlow,2.0,2.063249601122734,2.079109118111434,2.2126658796638616,2.1912943110974323,2.200592984074764,2.16929517709943,2.299565573958255,2.203347645024397,2.483596329159006
dividendsPaid,80000000.0,82529984.04490937,83164364.72445737,88506635.18655448,87651772.4438973,88023719.36299056,86771807.08397721,91982622.9583302,88133905.80097589,99343853.16636026
dividendsPaidPercentOfFinancingCashFlow,1.3333333333333333,1.3754997340818227,1.3860727454076225,1.4751105864425742,1.4608628740649547,1.4670619893831756,1.446196784732953,1.5330437159721695,1.4688984300162642,1.6557308861060036
sharesIssued,80000000.0,82529984.04490937,83164364.72445737,88506635.18655448,87651772.4438973,88023719.36299056,86771807.08397721,91982622.9583302,88133905.80097589,99343853.16636026
sharesIssuedPercentOfFinancingCashFlow,1.3333333333333333,1.3754997340818227,1.3860727454076225,1.4751105864425742,1.4608628740649547,1.4670619893831756,1.446196784732953,1.5330437159721695,1.4688984300162642,1.6557308861060036
sharesPurchased,80000000.0,82529984.04490937,83164364.72445737,88506635.18655448,87651772.4438973,88023719.36299056,86771807.08397721,91982622.9583302,88133905.80097589,99343853.16636026
sharesPurchasedPercentOfFinancingCashFlow,1.3333333333333333,1.3754997340818227,1.3860727454076225,1.4751105864425742,1.4608628740649547,1.4670619893831756,1.446196784732953,1.5330437159721695,1.4688984300162642,1.6557308861060036
proceedsFromDebtIssued,80000000.0,82529984.04490937,83164364.72445737,88506635.18655448,87651772.4438973,88023719.36299056,86771807.08397721,91982622.9583302,88133905.80097589,99343853.16636026
proceedsFromDebtIssuedPercentOfFinancingCashFlow,1.3333333333333333,1.3754997340818227,1.3860727454076225,1.4751105864425742,1.4608628740649547,1.4670619893831756,1.446196784732953,1.5330437159721695,1.4688984300162642,1.6557308861060036
debtPayments,80000000.0,82529984.04490937,83164364.72445737,88506635.18655448,87651772.4438973,88023719.36299056,86771807.08397721,91982622.9583302,88133905.80097589,99343853.16636026
debtPaymentsPercentOfFinancingCashFlow,1.3333333333333333,1.3754997340818227,1.3860727454076225,1.4751105864425742,1.4608628740649547,1.4670619893831756,1.446196784732953,1.5330437159721695,1.4688984300162642,1.6557308861060036
otherChangesinFinancingActivities,80000000.0,82529984.04490937,83164364.72445737,88506635.18655448,87651772.4438973,88023719.36299056,86771807.08397721,91982622.9583302,88133905.80097589,99343853.16636026
otherChangesinFinancingActivitiesPercentOfFinancingCashFlow,1.3333333333333333,1.3754997340818227,1.3860727454076225,1.4751105864425742,1.4608628740649547,1.4670619893831756,1.446196784732953,1.5330437159721695,1.4688984300162642,1.6557308861060036
financingCashFlow,480000000.0,495179904.2694562,498986188.3467442,531039811.11932683,525910634.66338384,528142316.17794335,520630842.5038633,551895737.7499812,528803434.8058553,596063118.9981616
financingCashFlowPercentOfNetCashFlow,3.0,3.094874401684101,3.118663677167151,3.3189988194957922,3.2869414666461485,3.3008894761121454,3.253942765649145,3.449348360937382,3.305021467536595,3.725394493738509
netCashFlow,1280000000.0,1320479744.71855,1330629835.591318,1416106162.9848716,1402428359.102357,1408379509.807849,1388348913.3436353,1471721967.3332832,1410142492.8156142,1589501650.6617641
netCashFlowPercentOfNetProfit,4.923076923076923,5.0787682489175,5.117807059966608,5.44656216532643,5.393955227316758,5.416844268491728,5.339803512860137,5.660469105128014,5.423624972367748,6.113467887160633
freeCashFlow,400000000.0,412649920.22454685,415821823.6222868,442533175.93277234,438258862.21948653,440118596.8149528,433859035.41988605,459913114.79165095,440669529.00487936,496719265.8318012
freeCashFlowPercentOfNetProfit,1.5384615384615385,1.5871150777867187,1.5993147062395647,1.7020506766645092,1.6856110085364868,1.6927638339036648,1.6686885977687926,1.768896595352504,1.694882803864921,1.9104587147376975
totalShareholderReturn,,,,,,,,,,
returnOnInvestedCapital,1.6,1.6505996808981873,1.6632872944891472,1.7701327037310894,1.753035448877946,1.7604743872598112,1.7354361416795443,1.839652459166604,1.7626781160195175,1.9868770633272048
returnOnAssets,2.4,2.475899521347281,2.494930941733721,2.655199055596634,2.629553173316919,2.640711580889717,2.6031542125193163,2.759478688749906,2.6440171740292766,2.980315594990808
returnOnEquity,1.2,1.2379497606736405,1.2474654708668604,1.327599527798317,1.3147765866584595,1.3203557904448584,1.3015771062596582,1.379739344374953,1.3220085870146383,1.490157797495404
totalAssetTurnover,40.0,41.264992022454685,41.58218236222868,44.25331759327723,43.82588622194865,44.01185968149528,43.385903541988604,45.9913114791651,44.06695290048794,49.671926583180124
propertyPlantEquipmentTurnover,40.0,41.264992022454685,41.58218236222868,44.25331759327723,43.82588622194865,44.01185968149528,43.385903541988604,45.9913114791651,44.06695290048794,49.671926583180124
cashTurnover,40.0,41.264992022454685,41.58218236222868,44.25331759327723,43.82588622194865,44.01185968149528,43.385903541988604,45.9913114791651,44.06695290048794,49.671926583180124
accountsReceivableTurnover,40.0,41.264992022454685,41.58218236222868,44.25331759327723,43.82588622194865,44.01185968149528,43.385903541988604,45.9913114791651,44.06695290048794,49.671926583180124
inventoryTurnover,40.0,41.264992022454685,41.58218236222868,44.25331759327723,43.82588622194865,44.01185968149528,43.385903541988604,45.9913114791651,44.06695290048794,49.671926583180124
accountsPayableTurnover,40.0,41.264992022454685,41.58218236222868,44.25331759327723,43.82588622194865,44.01185968149528,43.385903541988604,45.9913114791651,44.06695290048794,49.671926583180124
workingCapital,8000000000.0,8252998404.490936,8316436472.445736,8850663518.655447,8765177244.38973,8802371936.299055,8677180708.39772,9198262295.83302,8813390580.097588,9934385316.636024
workingCapitalTurnover,40.0,41.264992022454685,41.58218236222868,44.25331759327723,43.82588622194865,44.01185968149528,43.385903541988604,45.9913114791651,44.06695290048794,49.671926583180124
assetsToEquity,8.0,8.252998404490937,8.316436472445735,8.850663518655447,8.76517724438973,8.802371936299055,8.67718070839772,9.19826229583302,8.813390580097588,9.934385316636025
debtToEquity,8.0,8.252998404490937,8.316436472445735,8.850663518655447,8.76517724438973,8.802371936299055,8.67718070839772,9.19826229583302,8.813390580097588,9.934385316636025
debtToTangableNetWorth,16.0,16.505996808981873,16.63287294489147,17.701327037310893,17.53035448877946,17.60474387259811,17.35436141679544,18.39652459166604,17.626781160195176,19.86877063327205
debtToEBITDA,32.0,33.011993617963746,33.26574588978294,35.402654074621786,35.06070897755892,35.20948774519622,34.70872283359088,36.79304918333208,35.25356232039035,39.7375412665441
debtToFreeCashFlow,32.0,33.011993617963746,33.26574588978294,35.402654074621786,35.06070897755892,35.20948774519622,34.70872283359088,36.79304918333208,35.25356232039035,39.7375412665441
currentRatio,12.0,12.379497606736404,12.474654708668604,13.275995277983169,13.147765866584594,13.203557904448582,13.01577106259658,13.797393443749527,13.22008587014638,14.901577974954035
quickRatio,8.0,8.252998404490937,8.316436472445735,8.850663518655447,8.76517724438973,8.802371936299055,8.67718070839772,9.19826229583302,8.813390580097588,9.934385316636025
EBITDAtoInterest,8.0,8.252998404490937,8.316436472445735,8.850663518655447,8.76517724438973,8.802371936299055,8.67718070839772,9.19826229583302,8.813390580097588,9.934385316636025
