DataFieldName,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
longtermDebtPercentOfTotalLiabilities,0.8,0.8738411066668657,0.9613079243093785,0.9657061565404221,0.9177499648839068,0.9773176428128503,0.9414773232769911,1.034846979654462,1.072997212095291,1.0343759788219975
longtermLiability,4000000000.0,4369205533.334328,4806539621.546891,4828530782.702109,4588749824.419533,4886588214.06425,4707386616.384954,5174234898.272309,5364986060.476455,5171879894.109986
longtermLiabilityPercentOfTotalLiabilities,0.8,0.8738411066668657,0.9613079243093785,0.9657061565404221,0.9177499648839068,0.9773176428128503,0.9414773232769911,1.034846979654462,1.072997212095291,1.0343759788219975
TotalLiabilities,20000000000.0,21846027666.67164,24032698107.73446,24142653913.510548,22943749122.097664,24432941070.321247,23536933081.924767,25871174491.361538,26824930302.382267,25859399470.549927
TotalLiabilitiesPercentOfTotalAssets,2.0,2.184602766667164,2.403269810773446,2.414265391351055,2.2943749122097667,2.4432941070321252,2.353693308192477,2.5871174491361546,2.6824930302382275,2.5859399470549933
equity,20000000000.0,21846027666.67164,24032698107.73446,24142653913.510548,22943749122.097664,24432941070.321247,23536933081.924767,25871174491.361538,26824930302.382267,25859399470.549927
equityPercentOfTotalAssets,2.0,2.184602766667164,2.403269810773446,2.414265391351055,2.2943749122097667,2.4432941070321252,2.353693308192477,2.5871174491361546,2.6824930302382275,2.5859399470549933
revenue,4000000000.0,4369205533.334328,4806539621.546891,4828530782.702109,4588749824.419533,4886588214.06425,4707386616.384954,5174234898.272309,5364986060.476455,5171879894.109986
costOfGoodsAndServices,1600000000.0,1747682213.3337312,1922615848.6187568,1931412313.080844,1835499929.7678134,1954635285.6257002,1882954646.5539818,2069693959.3089237,2145994424.190582,2068751957.6439946
costOfGoodsAndServicesPercentOfRevenue,1.6,1.7476822133337313,1.922615848618757,1.9314123130808443,1.8354999297678136,1.9546352856257005,1.8829546465539821,2.069693959308924,2.145994424190582,2.068751957643995
grossMargin,2400000000.0,2621523320.0005965,2883923772.928135,2897118469.621266,2753249894.65172,2931952928.4385505,2824431969.830973,3104540938.963386,3218991636.2858734,3103127936.4659925
grossMarginPercentOfRevenue,2.4,2.6215233200005965,2.883923772928135,2.8971184696212657,2.7532498946517197,2.93195292843855,2.8244319698309726,3.1045409389633853,3.218991636285873,3.1031279364659916
sellingGeneralAdministrative,800000000.0,873841106.6668656,961307924.3093784,965706156.540422,917749964.8839067,977317642.8128501,941477323.2769909,1034846979.6544619,1072997212.095291,1034375978.8219973
sellingGeneralAdministrativePercentOfRevenue,0.8,0.8738411066668657,0.9613079243093785,0.9657061565404221,0.9177499648839068,0.9773176428128503,0.9414773232769911,1.034846979654462,1.072997212095291,1.0343759788219975
researchAndDevelopment,400000000.0,436920553.3334328,480653962.1546892,482853078.270211,458874982.44195336,488658821.40642506,470738661.63849545,517423489.82723093,536498606.0476455,517187989.41099864
researchAndDevelopmentPercentOfRevenue,0.4,0.4369205533334328,0.48065396215468925,0.48285307827021107,0.4588749824419534,0.48865882140642514,0.47073866163849554,0.517423489827231,0.5364986060476455,0.5171879894109987
operatingExpenseOther,200000000.0,218460276.6667164,240326981.0773446,241426539.1351055,229437491.22097668,244329410.70321253,235369330.81924772,258711744.91361547,268249303.02382275,258593994.70549932
operatingExpenseOtherPercentOfRevenue,0.2,0.2184602766667164,0.24032698107734463,0.24142653913510553,0.2294374912209767,0.24432941070321257,0.23536933081924777,0.2587117449136155,0.26824930302382277,0.2585939947054994
operatingMargin,1000000000.0,1092301383.333582,1201634905.3867228,1207132695.6755273,1147187456.1048832,1221647053.5160625,1176846654.0962386,1293558724.5680773,1341246515.1191137,1292969973.5274966
operatingMarginPercentOfRevenue,1.0,1.092301383333582,1.201634905386723,1.2071326956755275,1.1471874561048834,1.2216470535160626,1.1768466540962386,1.2935587245680773,1.3412465151191137,1.2929699735274967
interest,200000000.0,218460276.6667164,240326981.0773446,241426539.1351055,229437491.22097668,244329410.70321253,235369330.81924772,258711744.91361547,268249303.02382275,258593994.70549932
interestPercentOfOperatingMargin,0.8,0.8738411066668657,0.9613079243093785,0.9657061565404221,0.9177499648839068,0.9773176428128503,0.9414773232769911,1.034846979654462,1.072997212095291,1.0343759788219975
nonoperatingIncome,400000000.0,436920553.3334328,480653962.1546892,482853078.270211,458874982.44195336,488658821.40642506,470738661.63849545,517423489.82723093,536498606.0476455,517187989.41099864
nonoperatingIncomePercentOfRevenue,0.4,0.4369205533334328,0.48065396215468925,0.48285307827021107,0.4588749824419534,0.48865882140642514,0.47073866163849554,0.517423489827231,0.5364986060476455,0.5171879894109987
earningsBeforeTaxes,1200000000.0,1310761660.0002983,1441961886.4640675,1448559234.810633,1376624947.32586,1465976464.2192752,1412215984.9154866,1552270469.481693,1609495818.1429367,1551563968.2329962
earningsBeforeTaxesPercentOfRevenue,1.2,1.3107616600002983,1.4419618864640675,1.4485592348106329,1.3766249473258598,1.465976464219275,1.4122159849154863,1.5522704694816927,1.6094958181429364,1.5515639682329958
taxes,360000000.0,393228498.0000895,432588565.9392203,434567770.4431899,412987484.197758,439792939.26578254,423664795.4746459,465681140.8445078,482848745.4428809,465469190.46989876
taxesPercentOfOperatingMargin,1.44,1.5729139920003579,1.730354263756881,1.7382710817727596,1.651949936791032,1.75917175706313,1.6946591818985834,1.8627245633780312,1.9313949817715235,1.8618767618795948
incomeOfConsolidatedCompanies,840000000.0,917533162.0002089,1009373320.5248473,1013991464.3674431,963637463.1281021,1026183524.9534926,988551189.4408405,1086589328.6371849,1126647072.7000554,1086094777.763097
incomeOfConsolidatedCompaniesPercentOfRevenue,0.84,0.9175331620002088,1.0093733205248472,1.013991464367443,0.963637463128102,1.0261835249534925,0.9885511894408404,1.0865893286371848,1.1266470727000555,1.0860947777630972
incomeOfUnconsolidatedCompanies,200000000.0,218460276.6667164,240326981.0773446,241426539.1351055,229437491.22097668,244329410.70321253,235369330.81924772,258711744.91361547,268249303.02382275,258593994.70549932
incomeOfUnconsolidatedCompaniesPercentOfRevenue,0.2,0.2184602766667164,0.24032698107734463,0.24142653913510553,0.2294374912209767,0.24432941070321257,0.23536933081924777,0.2587117449136155,0.26824930302382277,0.2585939947054994
netIncome,1040000000.0,1135993438.6669252,1249700301.602192,1255418003.5025487,1193074954.349079,1270512935.6567054,1223920520.2600884,1345301073.5508006,1394896375.7238784,1344688772.4685967
netIncomePercentOfRevenue,1.04,1.1359934386669253,1.249700301602192,1.2554180035025486,1.1930749543490788,1.2705129356567053,1.2239205202600885,1.3453010735508006,1.3948963757238786,1.3446887724685967
noncashCharges,120000000.0,131076166.00002983,144196188.64640674,144855923.48106328,137662494.732586,146597646.4219275,141221598.49154863,155227046.94816926,160949581.81429362,155156396.82329956
noncashChargesPercentOfOperatingCashFlow,2.0,2.184602766667164,2.403269810773446,2.414265391351055,2.2943749122097667,2.4432941070321252,2.353693308192477,2.5871174491361546,2.6824930302382275,2.5859399470549933
realizedGainAndLoss,40000000.0,43692055.333343275,48065396.21546891,48285307.82702109,45887498.24419533,48865882.140642494,47073866.16384953,51742348.98272308,53649860.604764536,51718798.94109985
realizedGainAndLossPercentOfOperatingCashFlow,0.6666666666666666,0.728200922222388,0.8010899369244819,0.8047551304503516,0.7647916374032555,0.8144313690107083,0.784564436064159,0.8623724830453848,0.8941643434127424,0.8619799823516644
changesInWorkingCapital,40000000.0,43692055.333343275,48065396.21546891,48285307.82702109,45887498.24419533,48865882.140642494,47073866.16384953,51742348.98272308,53649860.604764536,51718798.94109985
changesInWorkingCapitalPercentOfOperatingCashFlow,0.6666666666666666,0.728200922222388,0.8010899369244819,0.8047551304503516,0.7647916374032555,0.8144313690107083,0.784564436064159,0.8623724830453848,0.8941643434127424,0.8619799823516644
otherChangesinOperatingCashFlow,40000000.0,43692055.333343275,48065396.21546891,48285307.82702109,45887498.24419533,48865882.140642494,47073866.16384953,51742348.98272308,53649860.604764536,51718798.94109985
otherChangesinOperatingCashFlowPercentOfOperatingCashFlow,0.6666666666666666,0.728200922222388,0.8010899369244819,0.8047551304503516,0.7647916374032555,0.8144313690107083,0.784564436064159,0.8623724830453848,0.8941643434127424,0.8619799823516644
operatingCashFlow,240000000.0,262152332.00005966,288392377.2928135,289711846.96212655,275324989.465172,293195292.843855,282443196.98309726,310454093.8963385,321899163.62858725,310312793.6465991
operatingCashFlowPercentOfNetCashFlow,1.5,1.638452075000373,1.8024523580800846,1.8106990435132915,1.7207811841573253,1.8324705802740942,1.7652699811443582,1.9403380868521163,2.0118697726786707,1.939454960291245
capitalExpenditures,40000000.0,43692055.333343275,48065396.21546891,48285307.82702109,45887498.24419533,48865882.140642494,47073866.16384953,51742348.98272308,53649860.604764536,51718798.94109985
capitalExpendituresPercentOfInvestingCashFlow,1.0,1.092301383333582,1.201634905386723,1.2071326956755275,1.1471874561048834,1.2216470535160626,1.1768466540962386,1.2935587245680773,1.3412465151191137,1.2929699735274967
investimentsAndAcquisitions,40000000.0,43692055.333343275,48065396.21546891,48285307.82702109,45887498.24419533,48865882.140642494,47073866.16384953,51742348.98272308,53649860.604764536,51718798.94109985
investimentsAndAcquisitionsPercentOfInvestingCashFlow,1.0,1.092301383333582,1.201634905386723,1.2071326956755275,1.1471874561048834,1.2216470535160626,1.1768466540962386,1.2935587245680773,1.3412465151191137,1.2929699735274967
proceedsFromSaleOfBusinesses,40000000.0,43692055.333343275,48065396.21546891,48285307.82702109,45887498.24419533,48865882.140642494,47073866.16384953,51742348.98272308,53649860.604764536,51718798.94109985
proceedsFromSaleOfBusinessesPercentOfInvestingCashFlow,1.0,1.092301383333582,1.201634905386723,1.2071326956755275,1.1471874561048834,1.2216470535160626,1.1768466540962386,1.2935587245680773,1.3412465151191137,1.2929699735274967
otherChangesInInvestingActivities,40000000.0,43692055.333343275,48065396.21546891,48285307.82702109,45887498.24419533,48865882.140642494,47073866.16384953,51742348.98272308,53649860.604764536,51718798.94109985
otherChangesInInvestingActivitiesPercentOfInvestingCashFlow,1.0,1.092301383333582,1.201634905386723,1.2071326956755275,1.1471874561048834,1.2216470535160626,1.1768466540962386,1.2935587245680773,1.3412465151191137,1.2929699735274967
investingCashFlow,160000000.0,174768221.3333731,192261584.86187565,193141231.30808437,183549992.9767813,195463528.56256998,188295464.65539813,206969395.93089232,214599442.41905814,206875195.7643994
investingCashFlowPercentOfNetCashFlow,1.0,1.092301383333582,1.201634905386723,1.2071326956755275,1.1471874561048834,1.2216470535160626,1.1768466540962386,1.2935587245680773,1.3412465151191137,1.2929699735274967
dividendsPaid,40000000.0,43692055.333343275,48065396.21546891,48285307.82702109,45887498.24419533,48865882.140642494,47073866.16384953,51742348.98272308,53649860.604764536,51718798.94109985
dividendsPaidPercentOfFinancingCashFlow,0.6666666666666666,0.728200922222388,0.8010899369244819,0.8047551304503516,0.7647916374032555,0.8144313690107083,0.784564436064159,0.8623724830453848,0.8941643434127424,0.8619799823516644
sharesIssued,40000000.0,43692055.333343275,48065396.21546891,48285307.82702109,45887498.24419533,48865882.140642494,47073866.16384953,51742348.98272308,53649860.604764536,51718798.94109985
sharesIssuedPercentOfFinancingCashFlow,0.6666666666666666,0.728200922222388,0.8010899369244819,0.8047551304503516,0.7647916374032555,0.8144313690107083,0.784564436064159,0.8623724830453848,0.8941643434127424,0.8619799823516644
sharesPurchased,40000000.0,43692055.333343275,48065396.21546891,48285307.82702109,45887498.24419533,48865882.140642494,47073866.16384953,51742348.98272308,53649860.604764536,51718798.94109985
sharesPurchasedPercentOfFinancingCashFlow,0.6666666666666666,0.728200922222388,0.8010899369244819,0.8047551304503516,0.7647916374032555,0.8144313690107083,0.784564436064159,0.8623724830453848,0.8941643434127424,0.8619799823516644
proceedsFromDebtIssued,40000000.0,43692055.333343275,48065396.21546891,48285307.82702109,45887498.24419533,48865882.140642494,47073866.16384953,51742348.98272308,53649860.604764536,51718798.94109985
proceedsFromDebtIssuedPercentOfFinancingCashFlow,0.6666666666666666,0.728200922222388,0.8010899369244819,0.8047551304503516,0.7647916374032555,0.8144313690107083,0.784564436064159,0.8623724830453848,0.8941643434127424,0.8619799823516644
debtPayments,40000000.0,43692055.333343275,48065396.21546891,48285307.82702109,45887498.24419533,48865882.140642494,47073866.16384953,51742348.98272308,53649860.604764536,51718798.94109985
debtPaymentsPercentOfFinancingCashFlow,0.6666666666666666,0.728200922222388,0.8010899369244819,0.8047551304503516,0.7647916374032555,0.8144313690107083,0.784564436064159,0.8623724830453848,0.8941643434127424,0.8619799823516644
otherChangesinFinancingActivities,40000000.0,43692055.333343275,48065396.21546891,48285307.82702109,45887498.24419533,48865882.140642494,47073866.16384953,51742348.98272308,53649860.604764536,51718798.94109985
otherChangesinFinancingActivitiesPercentOfFinancingCashFlow,0.6666666666666666,0.728200922222388,0.8010899369244819,0.8047551304503516,0.7647916374032555,0.8144313690107083,0.784564436064159,0.8623724830453848,0.8941643434127424,0.8619799823516644
financingCashFlow,240000000.0,262152332.00005966,288392377.2928135,289711846.96212655,275324989.465172,293195292.843855,282443196.98309726,310454093.8963385,321899163.62858725,310312793.6465991
financingCashFlowPercentOfNetCashFlow,1.5,1.638452075000373,1.8024523580800846,1.8106990435132915,1.7207811841573253,1.8324705802740942,1.7652699811443582,1.9403380868521163,2.0118697726786707,1.939454960291245
netCashFlow,640000000.0,699072885.3334924,769046339.4475026,772564925.2323375,734199971.9071252,781854114.2502799,753181858.6215925,827877583.7235693,858397769.6762326,827500783.0575976
netCashFlowPercentOfNetProfit,2.4615384615384617,2.6887418666672787,2.9578705363365487,2.9714035585859135,2.823846045796636,3.0071312086549233,2.8968533023907415,3.1841445527829597,3.3015298833701263,3.1826953194522996
freeCashFlow,200000000.0,218460276.6667164,240326981.0773446,241426539.1351055,229437491.22097668,244329410.70321253,235369330.81924772,258711744.91361547,268249303.02382275,258593994.70549932
freeCashFlowPercentOfNetProfit,0.7692307692307693,0.8402318333335246,0.9243345426051714,0.928563612058098,0.8824518893114487,0.9397285027046635,0.9052666569971065,0.9950451727446747,1.0317280885531643,0.9945922873288435
totalShareholderReturn,,,,,,,,,,
returnOnInvestedCapital,0.8,0.8738411066668657,0.9613079243093785,0.9657061565404221,0.9177499648839068,0.9773176428128503,0.9414773232769911,1.034846979654462,1.072997212095291,1.0343759788219975
returnOnAssets,1.2,1.3107616600002983,1.4419618864640675,1.4485592348106329,1.3766249473258598,1.465976464219275,1.4122159849154863,1.5522704694816927,1.6094958181429364,1.5515639682329958
returnOnEquity,0.6,0.6553808300001491,0.7209809432320338,0.7242796174053164,0.6883124736629299,0.7329882321096375,0.7061079924577431,0.7761352347408463,0.8047479090714682,0.7757819841164979
totalAssetTurnover,20.0,21.846027666671638,24.032698107734458,24.14265391351055,22.943749122097667,24.432941070321252,23.536933081924772,25.871174491361547,26.824930302382274,25.85939947054993
propertyPlantEquipmentTurnover,20.0,21.846027666671638,24.032698107734458,24.14265391351055,22.943749122097667,24.432941070321252,23.536933081924772,25.871174491361547,26.824930302382274,25.85939947054993
cashTurnover,20.0,21.846027666671638,24.032698107734458,24.14265391351055,22.943749122097667,24.432941070321252,23.536933081924772,25.871174491361547,26.824930302382274,25.85939947054993
accountsReceivableTurnover,20.0,21.846027666671638,24.032698107734458,24.14265391351055,22.943749122097667,24.432941070321252,23.536933081924772,25.871174491361547,26.824930302382274,25.85939947054993
inventoryTurnover,20.0,21.846027666671638,24.032698107734458,24.14265391351055,22.943749122097667,24.432941070321252,23.536933081924772,25.871174491361547,26.824930302382274,25.85939947054993
accountsPayableTurnover,20.0,21.846027666671638,24.032698107734458,24.14265391351055,22.943749122097667,24.432941070321252,23.536933081924772,25.871174491361547,26.824930302382274,25.85939947054993
workingCapital,4000000000.0,4369205533.334328,4806539621.546891,4828530782.702109,4588749824.419533,4886588214.06425,4707386616.384954,5174234898.272309,5364986060.476455,5171879894.109986
workingCapitalTurnover,20.0,21.846027666671638,24.032698107734458,24.14265391351055,22.943749122097667,24.432941070321252,23.536933081924772,25.871174491361547,26.824930302382274,25.85939947054993
assetsToEquity,4.0,4.369205533334328,4.806539621546892,4.82853078270211,4.5887498244195335,4.8865882140642505,4.707386616384954,5.174234898272309,5.364986060476455,5.171879894109987
debtToEquity,4.0,4.369205533334328,4.806539621546892,4.82853078270211,4.5887498244195335,4.8865882140642505,4.707386616384954,5.174234898272309,5.364986060476455,5.171879894109987
debtToTangableNetWorth,8.0,8.738411066668656,9.613079243093784,9.65706156540422,9.177499648839067,9.773176428128501,9.414773232769909,10.348469796544618,10.72997212095291,10.343759788219973
debtToEBITDA,16.0,17.47682213333731,19.22615848618757,19.31412313080844,18.354999297678134,19.546352856257002,18.829546465539817,20.696939593089237,21.45994424190582,20.687519576439946
debtToFreeCashFlow,16.0,17.47682213333731,19.22615848618757,19.31412313080844,18.354999297678134,19.546352856257002,18.829546465539817,20.696939593089237,21.45994424190582,20.687519576439946
currentRatio,6.0,6.553808300001492,7.2098094323203386,7.242796174053166,6.883124736629301,7.329882321096377,7.061079924577433,7.761352347408465,8.047479090714683,7.75781984116498
quickRatio,4.0,4.369205533334328,4.806539621546892,4.82853078270211,4.5887498244195335,4.8865882140642505,4.707386616384954,5.174234898272309,5.364986060476455,5.171879894109987
EBITDAtoInterest,4.0,4.369205533334328,4.806539621546892,4.82853078270211,4.5887498244195335,4.8865882140642505,4.707386616384954,5.174234898272309,5.364986060476455,5.171879894109987
